N,P,K,Temparature,Humidity,Crop,Moisture,Soil Type,Fertilizer Name
32,0,0,29.54,54.73,Pulses,69.41,Loamy,DAP
26,17,1,35.77,58.62,Oil seeds,25.35,Sandy,20-20
33,0,3,30.85,67.85,Ground Nuts,27.32,Loamy,20-20
11,42,0,35.66,68.89,Oil seeds,32.88,Red,20-20
3,17,18,30.37,61.22,Paddy,43.8,Loamy,Urea
16,9,3,26.62,66.89,Oil seeds,62.01,Red,Urea
13,36,0,33.88,72.42,Ground Nuts,32.65,Black,DAP
7,38,0,40,79.99,Sugarcane,35.61,Loamy,10-26-26
12,33,8,33.2,53.06,Sugarcane,64.27,Sandy,14-35-14
34,0,0,27.05,50.17,Millets,43.61,Loamy,14-35-14
37,0,2,25.34,51.56,Barley,38.67,Clayey,10-26-26
8,40,1,34.03,61.12,Cotton,35.57,Clayey,10-26-26
20,18,0,27.22,58.67,Tobacco,43.43,Red,14-35-14
42,1,3,24.41,53.52,Millets,66.7,Black,14-35-14
12,10,0,30.88,56.44,Maize,68.29,Sandy,20-20
13,37,0,26.62,58.03,Ground Nuts,23.34,Sandy,20-20
8,18,0,30.9,68.66,Wheat,34.94,Clayey,20-20
21,14,2,32.61,63.84,Sugarcane,45.4,Black,10-26-26
36,0,0,25.11,49.18,Paddy,41.82,Red,DAP
15,38,2,31.05,52.85,Sugarcane,37.01,Clayey,17-17-17
21,21,4,29.6,70.57,Sugarcane,54.2,Black,14-35-14
39,0,0,23.25,48.93,Oil seeds,24.15,Black,Urea
35,0,1,27.69,55.28,Ground Nuts,34.84,Clayey,10-26-26
25,16,3,23.33,59.29,Tobacco,45.53,Loamy,20-20
40,0,0,39.91,76.62,Millets,45.94,Red,20-20
10,26,8,27.11,66.09,Wheat,67.85,Black,20-20
12,26,11,27.18,59.42,Pulses,53.2,Clayey,Urea
34,0,0,30.72,62.41,Barley,35.53,Sandy,14-35-14
42,0,2,24.51,46.17,Sugarcane,65.49,Sandy,10-26-26
17,19,2,35.48,55.43,Millets,28.66,Red,10-26-26
16,26,0,33.63,71.51,Tobacco,43.87,Loamy,10-26-26
17,40,0,35.39,65.38,Paddy,54.92,Sandy,10-26-26
10,43,4,26.3,62.73,Millets,20,Black,10-26-26
38,0,1,25.98,51.85,Pulses,70,Black,Urea
12,23,9,28.26,50.41,Barley,34.56,Clayey,17-17-17
16,40,4,35.36,69.36,Oil seeds,54.93,Red,14-35-14
22,20,2,37.61,60.54,Maize,64.55,Loamy,28-28
33,0,0,30.21,59.88,Paddy,47.25,Loamy,Urea
34,2,2,35.04,69.99,Pulses,33.2,Black,17-17-17
4,25,8,30.78,66.91,Oil seeds,63.26,Loamy,20-20
12,9,0,30.9,52.93,Millets,43.05,Red,14-35-14
11,39,0,38.8,74.45,Ground Nuts,38.5,Red,20-20
39,0,0,29.07,73.52,Millets,52.71,Loamy,28-28
18,19,2,29.8,52.93,Sugarcane,39.95,Black,DAP
39,1,0,33.53,68.45,Sugarcane,31.56,Red,17-17-17
42,0,4,35.43,73.21,Wheat,53.28,Loamy,10-26-26
31,0,4,21.05,45.03,Cotton,70,Red,20-20
39,4,2,27.48,47.09,Cotton,27.89,Black,Urea
12,34,11,29.54,60.61,Sugarcane,54.07,Loamy,DAP
23,23,0,38.11,69.4,Wheat,54.47,Black,14-35-14
24,22,4,28.55,50.92,Oil seeds,36.81,Sandy,17-17-17
12,11,8,35.38,55.86,Pulses,42.48,Sandy,17-17-17
12,11,14,34.35,56.75,Tobacco,61.79,Black,28-28
5,16,2,27.07,54.74,Tobacco,36.04,Red,Urea
9,29,3,40,75.03,Pulses,42.43,Black,17-17-17
13,11,17,26.28,48.37,Millets,65.31,Black,10-26-26
34,0,0,36.48,63.87,Sugarcane,20.37,Sandy,Urea
11,11,2,36.73,56.57,Millets,49.51,Red,10-26-26
11,41,1,36.22,63.83,Tobacco,37.08,Red,17-17-17
20,19,0,32.23,54.15,Sugarcane,54.33,Red,DAP
35,0,1,40,74.84,Cotton,47.75,Sandy,14-35-14
37,0,0,32.17,63.37,Ground Nuts,31.63,Red,20-20
36,0,0,29.44,50.92,Barley,34.24,Loamy,20-20
10,14,3,25.42,52.97,Paddy,21.71,Red,17-17-17
7,8,1,29.19,61.81,Sugarcane,48.68,Clayey,17-17-17
8,5,2,27.44,54.73,Maize,62.9,Clayey,28-28
9,41,3,25.08,66.46,Millets,20.54,Clayey,28-28
13,34,0,32.32,58.02,Sugarcane,68.23,Sandy,10-26-26
12,18,14,28.86,61.44,Sugarcane,55.03,Clayey,20-20
39,0,0,36.97,72.6,Ground Nuts,43.87,Sandy,14-35-14
24,26,1,29.5,69.16,Cotton,41.62,Loamy,28-28
7,30,10,31.36,52.48,Cotton,65.81,Loamy,17-17-17
11,16,0,22.06,56.16,Tobacco,61.45,Red,14-35-14
8,39,2,33.36,62.22,Millets,24.56,Sandy,10-26-26
13,17,0,28.16,53.4,Millets,40.78,Sandy,20-20
13,41,0,36.49,75.76,Wheat,26.28,Black,Urea
12,8,0,37.5,64.03,Oil seeds,58.94,Loamy,17-17-17
14,38,3,37.31,66.86,Tobacco,70,Red,28-28
5,26,8,25.35,50.13,Maize,25.76,Red,10-26-26
8,11,0,28.71,64.1,Maize,44.78,Loamy,14-35-14
13,16,14,31.77,65.53,Cotton,40.43,Black,28-28
19,25,0,30.79,63.59,Millets,37.55,Clayey,20-20
38,3,2,26.02,48.46,Ground Nuts,37.47,Loamy,28-28
24,16,2,29.34,72.39,Cotton,39.94,Red,17-17-17
6,36,0,36.2,58.84,Millets,44.43,Clayey,10-26-26
24,28,0,35.97,56.08,Sugarcane,39.97,Black,14-35-14
20,23,0,21.93,47.19,Oil seeds,41.85,Loamy,20-20
12,40,2,36.44,69.49,Ground Nuts,70,Loamy,20-20
14,36,0,28.5,65.5,Oil seeds,63.01,Loamy,Urea
4,15,14,28.75,45.15,Sugarcane,32.3,Clayey,20-20
12,42,1,31.11,63.86,Paddy,68.38,Loamy,14-35-14
10,43,2,26.43,45.04,Sugarcane,30.14,Black,DAP
35,0,0,29,73.39,Wheat,38.46,Clayey,Urea
10,37,0,37.55,62.6,Paddy,24.11,Sandy,10-26-26
33,0,0,26.18,47.19,Barley,39.82,Loamy,DAP
11,26,12,33.14,68.2,Paddy,49.7,Clayey,17-17-17
6,10,14,27.37,46.45,Cotton,46.45,Clayey,DAP
1,24,4,30.82,56.86,Pulses,48.67,Black,14-35-14
43,0,3,31.92,67.01,Ground Nuts,48.12,Red,28-28
13,30,5,33.98,51.19,Sugarcane,32.23,Red,Urea
31,0,0,30.01,57.83,Tobacco,61.88,Red,DAP
6,32,6,28.65,49.45,Ground Nuts,27.65,Loamy,17-17-17
35,4,0,23.43,46.91,Pulses,62.82,Red,Urea
8,19,15,35.77,60.14,Maize,36.61,Black,10-26-26
15,16,14,38.55,58.08,Paddy,53.88,Loamy,17-17-17
7,32,0,26.71,42.66,Millets,48.03,Black,28-28
13,37,4,31.59,69.57,Tobacco,52.01,Black,28-28
9,11,15,29.49,67.11,Oil seeds,63.28,Black,28-28
26,18,2,32.29,56.56,Barley,63.14,Loamy,10-26-26
9,30,10,25.89,52.78,Oil seeds,32.13,Loamy,10-26-26
27,18,2,22.39,59.45,Pulses,42.31,Red,10-26-26
11,12,0,24.48,64.32,Ground Nuts,40.94,Clayey,17-17-17
40,0,0,30.09,52.45,Barley,34.93,Black,20-20
21,24,0,30.67,44.15,Maize,46.13,Loamy,28-28
7,29,7,29.46,64.44,Tobacco,26.19,Clayey,28-28
3,30,9,34.69,71.9,Cotton,21.7,Loamy,Urea
9,34,11,24.97,59.67,Paddy,27.05,Red,Urea
40,1,0,24.87,56.1,Cotton,31.14,Sandy,10-26-26
7,43,4,33.86,62.68,Paddy,37.06,Loamy,10-26-26
10,24,5,33.35,53.25,Millets,64.49,Sandy,28-28
5,32,10,27.73,53.14,Sugarcane,25.75,Clayey,28-28
25,22,0,37.09,56.19,Paddy,40.03,Loamy,Urea
38,1,1,26.19,61.82,Ground Nuts,26.83,Sandy,DAP
15,37,0,24.93,67.58,Millets,47.18,Red,20-20
11,39,2,33.39,71.79,Wheat,31.6,Black,28-28
11,27,8,32.93,56.53,Maize,28.8,Clayey,17-17-17
13,4,0,28.87,42.05,Oil seeds,50.69,Clayey,14-35-14
20,27,3,36.94,53.17,Paddy,24.98,Sandy,20-20
6,11,10,26.55,70.7,Cotton,64.77,Loamy,DAP
18,14,9,26.48,49.62,Oil seeds,32.7,Sandy,20-20
36,0,2,35.14,69.23,Ground Nuts,39.79,Sandy,17-17-17
18,10,0,30.29,55.55,Wheat,44.77,Red,20-20
7,7,0,21.54,43.75,Wheat,56.74,Clayey,10-26-26
17,20,0,26.69,61.8,Paddy,55.35,Sandy,14-35-14
8,25,7,37.94,60.1,Maize,56.48,Loamy,17-17-17
10,10,3,20.53,53.88,Tobacco,68.8,Red,14-35-14
5,14,4,30.62,46.34,Barley,61.19,Black,28-28
7,14,22,24.14,45.84,Sugarcane,44.84,Black,20-20
38,0,0,21.95,59.83,Wheat,69.07,Sandy,DAP
20,19,0,34.26,69.87,Tobacco,24.2,Red,14-35-14
14,38,0,24.98,67.9,Wheat,70,Loamy,10-26-26
25,20,0,23,55.77,Sugarcane,37.58,Clayey,17-17-17
11,15,16,30.49,59.19,Cotton,51.04,Red,20-20
6,34,0,31.65,69.41,Millets,33.59,Sandy,20-20
36,3,0,30.68,61.61,Paddy,38.4,Loamy,14-35-14
16,13,0,22.27,53.67,Pulses,28.01,Black,10-26-26
16,10,3,30.65,59.18,Paddy,52.5,Clayey,20-20
14,40,0,27.86,59.92,Oil seeds,36.56,Loamy,20-20
28,20,0,31.58,55.46,Wheat,70,Red,DAP
6,21,16,26.73,56.88,Maize,29.16,Red,14-35-14
8,6,0,27.32,69.77,Barley,41,Loamy,10-26-26
36,2,0,31.49,69.94,Paddy,50.94,Black,14-35-14
11,38,1,39.76,50.39,Wheat,44.02,Red,17-17-17
11,32,5,28.09,68.54,Maize,27.88,Red,10-26-26
9,29,10,33.22,67.49,Pulses,46.8,Clayey,28-28
35,2,0,33.09,77.6,Maize,43.37,Clayey,Urea
11,13,10,27.89,49.02,Millets,36.06,Black,DAP
20,26,4,31.17,69.37,Sugarcane,43.42,Sandy,20-20
6,9,0,31.53,56.66,Ground Nuts,34.79,Clayey,10-26-26
6,34,4,36.4,62.17,Ground Nuts,27.49,Loamy,20-20
13,40,4,35.25,53.22,Pulses,40.74,Sandy,DAP
36,0,0,29.6,51.91,Sugarcane,43.03,Sandy,10-26-26
6,25,7,31.32,65.36,Sugarcane,47.86,Black,28-28
25,21,3,32.98,67.67,Barley,45.92,Loamy,14-35-14
3,14,0,28.48,49.43,Barley,44.67,Sandy,17-17-17
13,39,0,38.56,74.3,Oil seeds,55.08,Black,Urea
8,29,3,28.02,48.84,Wheat,51.42,Sandy,28-28
7,24,21,37.73,70.55,Paddy,52.64,Black,17-17-17
21,19,0,27.7,62.14,Wheat,37.45,Sandy,10-26-26
35,0,0,28.26,59.17,Pulses,33.07,Red,28-28
21,23,0,23.32,60.72,Sugarcane,41.52,Loamy,Urea
17,21,0,23.39,59.59,Millets,32.49,Red,17-17-17
16,9,19,31.91,64.57,Sugarcane,48.22,Sandy,28-28
25,21,0,29.26,60.97,Cotton,49.42,Red,14-35-14
8,25,7,26.27,51.6,Wheat,34.24,Sandy,10-26-26
26,16,0,32.53,56.56,Pulses,54.29,Clayey,20-20
6,31,10,25.72,53.66,Barley,21.91,Red,28-28
6,23,15,28.01,42.25,Maize,31.47,Black,DAP
40,0,2,34.74,68.72,Tobacco,29.09,Loamy,DAP
4,12,0,22.55,43.39,Millets,55.77,Sandy,Urea
35,0,4,34.51,66.37,Paddy,51.86,Black,28-28
8,8,18,38.69,71.21,Wheat,50.84,Loamy,Urea
22,13,0,30.33,52.42,Wheat,35.68,Sandy,DAP
8,18,11,28.97,59.55,Wheat,36.01,Sandy,17-17-17
39,2,0,35.45,70.4,Maize,26.6,Loamy,DAP
10,23,16,31.27,70.01,Sugarcane,49.6,Red,10-26-26
7,31,9,23.79,63.74,Wheat,20,Red,17-17-17
9,17,4,31.04,45.07,Millets,31.17,Clayey,28-28
16,14,12,28.78,47.92,Pulses,40.88,Clayey,28-28
17,37,3,35.87,54.52,Pulses,43.39,Loamy,Urea
11,15,18,29.98,45.13,Tobacco,41.6,Loamy,10-26-26
28,18,0,31.61,65.58,Oil seeds,41.29,Loamy,14-35-14
37,0,0,36.29,68.59,Pulses,62.11,Sandy,14-35-14
41,0,4,31.74,64.98,Paddy,31.38,Loamy,10-26-26
38,0,4,24.78,60.16,Maize,32.61,Sandy,DAP
15,13,0,32.21,54.41,Maize,61.25,Clayey,28-28
10,30,10,39.02,65.96,Cotton,31.19,Sandy,DAP
38,0,2,27.01,57.18,Barley,41.37,Clayey,28-28
37,3,2,25.91,59.25,Ground Nuts,20.86,Clayey,20-20
40,4,3,29.51,57.2,Cotton,41.79,Loamy,17-17-17
9,33,9,26.13,52.53,Maize,60.62,Sandy,DAP
26,26,0,30.54,60.14,Sugarcane,32.76,Clayey,14-35-14
23,22,0,31.78,66.16,Maize,38.27,Clayey,20-20
24,19,0,22.1,52.62,Paddy,42.41,Black,17-17-17
8,5,0,28.89,52.69,Pulses,65.95,Clayey,14-35-14
7,11,19,23.98,55.96,Wheat,30.85,Red,Urea
44,0,0,35.61,66.92,Sugarcane,54.5,Clayey,DAP
7,17,19,30.52,54.37,Cotton,41.46,Loamy,DAP
13,28,8,31.74,53.09,Cotton,66.97,Sandy,Urea
11,42,0,29.78,73.97,Paddy,57.26,Sandy,Urea
40,3,0,32.94,74.58,Paddy,61.13,Clayey,10-26-26
17,37,2,38.5,58.84,Cotton,52.22,Black,14-35-14
14,44,0,40,77.51,Paddy,44.13,Black,17-17-17
2,33,6,31.51,69.17,Sugarcane,49.11,Red,17-17-17
11,43,0,31.94,71.92,Maize,36.07,Black,17-17-17
12,38,4,36.44,61.1,Millets,60.46,Red,14-35-14
46,4,3,31.24,49.93,Maize,37.99,Black,17-17-17
7,28,9,37.02,71.06,Oil seeds,58.82,Sandy,20-20
43,0,2,37.22,61.58,Ground Nuts,47.35,Loamy,14-35-14
7,18,21,32.45,68.21,Ground Nuts,21.16,Sandy,Urea
12,12,0,38.94,73.94,Maize,64.07,Red,17-17-17
13,22,9,32.45,52.61,Sugarcane,41.79,Loamy,28-28
40,0,0,27.9,61.55,Tobacco,43.02,Loamy,28-28
26,17,0,32.41,66.99,Barley,33.52,Red,20-20
13,12,9,37.99,74.34,Wheat,48.62,Clayey,10-26-26
10,17,14,25.88,57.09,Cotton,44.64,Clayey,17-17-17
42,0,2,30.87,56.76,Oil seeds,45.95,Sandy,10-26-26
36,0,4,28.55,43.74,Barley,27.1,Clayey,20-20
6,11,17,31.83,58.92,Pulses,38.28,Clayey,Urea
21,21,1,25.38,60.27,Tobacco,32.65,Black,10-26-26
13,39,0,33.48,78.42,Paddy,32.25,Clayey,Urea
8,10,2,30.79,61.19,Oil seeds,66.13,Loamy,17-17-17
42,0,0,38.37,71.47,Paddy,41.35,Red,20-20
37,1,0,38.52,65.09,Sugarcane,55.29,Black,17-17-17
36,0,0,32.42,57.29,Maize,59.35,Red,10-26-26
10,38,0,33.54,62.45,Maize,27.73,Black,17-17-17
21,26,0,22.94,55.21,Sugarcane,33.2,Black,DAP
36,4,0,34.64,54.07,Ground Nuts,30.24,Red,20-20
10,12,1,27.18,54.31,Oil seeds,58.77,Black,14-35-14
42,0,4,36.75,74.17,Millets,53.07,Black,28-28
16,39,0,25.18,55.87,Pulses,41.76,Sandy,10-26-26
15,41,3,35.59,76.91,Millets,52.53,Clayey,17-17-17
26,27,3,28.46,53.05,Pulses,34.92,Red,10-26-26
38,4,0,23.72,61.19,Pulses,42.73,Red,DAP
10,40,0,38.08,63.07,Cotton,27.4,Black,20-20
25,23,0,32.68,69.24,Ground Nuts,30.61,Loamy,DAP
9,11,22,27.23,45.13,Millets,46.5,Red,14-35-14
41,0,0,25.56,62.96,Tobacco,24.11,Clayey,17-17-17
14,3,0,23.23,56.75,Wheat,26.54,Clayey,DAP
4,32,10,32.08,56.04,Sugarcane,57.99,Sandy,14-35-14
8,26,5,33.03,57.81,Tobacco,20.71,Black,10-26-26
6,34,6,28.27,61.15,Oil seeds,25.82,Sandy,17-17-17
17,39,2,25.2,60.8,Cotton,40.83,Black,28-28
34,2,1,32.37,57.03,Paddy,65.34,Loamy,28-28
21,23,0,32.77,65.31,Sugarcane,56.5,Loamy,10-26-26
8,39,0,27.51,61.14,Pulses,61.53,Loamy,10-26-26
5,27,9,36.35,64.04,Barley,65.28,Black,Urea
25,18,0,20.36,57.7,Ground Nuts,38.39,Red,DAP
7,18,15,33.04,52.2,Millets,21.85,Clayey,10-26-26
3,26,6,35.94,62.93,Barley,28.98,Red,DAP
37,0,0,25.69,61.45,Tobacco,23.95,Black,28-28
36,4,2,27.55,59.01,Ground Nuts,28.77,Loamy,20-20
12,38,2,38.84,74.14,Ground Nuts,70,Loamy,20-20
11,10,2,32.3,62.68,Sugarcane,41.53,Clayey,10-26-26
35,0,3,34.98,76.76,Barley,43.81,Loamy,DAP
12,35,1,25.16,56.14,Pulses,61.08,Red,10-26-26
7,14,14,38.09,65.45,Barley,47.28,Loamy,17-17-17
18,15,0,37,70.38,Pulses,34.26,Loamy,Urea
41,0,4,32.35,63.44,Cotton,24.13,Red,14-35-14
24,22,0,32.28,67.55,Pulses,49.48,Red,28-28
25,24,0,34.57,53.65,Ground Nuts,30.56,Sandy,20-20
8,25,9,32.83,60.9,Cotton,30.93,Loamy,14-35-14
12,7,0,31.17,67.47,Tobacco,56.61,Loamy,DAP
20,16,0,35.93,63.52,Wheat,47.76,Clayey,Urea
11,10,15,35.88,65.43,Oil seeds,51.08,Clayey,Urea
40,4,0,23.9,50.65,Ground Nuts,40.95,Red,17-17-17
25,20,2,32.3,58.56,Millets,36.13,Sandy,20-20
6,17,16,29.21,68.29,Pulses,33.86,Black,14-35-14
8,32,0,34.78,74.96,Oil seeds,23.1,Black,28-28
39,0,0,33.65,59.37,Oil seeds,58.73,Sandy,Urea
13,14,1,28.58,62.64,Cotton,30.24,Sandy,Urea
8,6,0,30.6,46.79,Maize,28.45,Red,14-35-14
12,31,3,31.13,61.96,Pulses,56.93,Clayey,17-17-17
12,16,4,35.66,64.66,Pulses,38.16,Loamy,10-26-26
40,0,0,38.02,73.39,Barley,34.53,Black,17-17-17
9,17,11,26.7,42.56,Tobacco,25.82,Red,Urea
9,12,0,30.06,56.63,Ground Nuts,49.63,Clayey,10-26-26
44,0,0,32.38,67.07,Cotton,45.41,Clayey,14-35-14
24,19,0,30.11,55.41,Millets,33.96,Loamy,28-28
8,14,0,40,66.23,Paddy,24.12,Black,20-20
23,18,4,28.18,56.88,Cotton,55.26,Red,14-35-14
10,32,0,28.93,52.02,Cotton,34.13,Black,Urea
7,25,10,32.94,60.02,Ground Nuts,33,Black,DAP
1,28,10,30.05,71.84,Millets,55.66,Black,17-17-17
10,12,0,30.5,66.54,Tobacco,39.44,Clayey,DAP
16,37,0,36.14,63.53,Ground Nuts,29.95,Red,20-20
15,42,0,29.07,58.16,Sugarcane,32.93,Clayey,Urea
38,2,1,34.84,63.19,Sugarcane,45.19,Red,10-26-26
37,0,4,34.61,67.29,Millets,36.72,Loamy,Urea
36,0,3,26.2,53.65,Maize,56.71,Sandy,14-35-14
12,10,0,33.91,63.82,Wheat,41.45,Black,14-35-14
38,0,2,34.79,61.91,Wheat,46.9,Clayey,10-26-26
37,4,0,26.74,57.16,Millets,20,Clayey,17-17-17
4,18,0,32.91,56.48,Millets,45.87,Black,Urea
14,6,3,24.06,65.78,Cotton,58.11,Red,28-28
10,29,3,33.94,69.64,Paddy,41.55,Loamy,17-17-17
17,32,2,27.16,54.78,Pulses,41.9,Black,Urea
14,13,14,35.04,69.13,Sugarcane,59.45,Black,10-26-26
24,21,0,26.78,53.14,Pulses,37.57,Black,Urea
3,37,9,26.4,65.11,Pulses,55.15,Black,Urea
16,8,0,30.74,54.35,Cotton,61.21,Sandy,20-20
21,23,0,36.75,59.8,Sugarcane,37.97,Black,17-17-17
15,30,4,25.11,48.12,Pulses,62.98,Loamy,10-26-26
38,1,2,38.91,64.93,Pulses,39.42,Sandy,DAP
28,20,4,26.05,58.12,Pulses,35.26,Black,20-20
13,36,0,34.2,64.85,Maize,39.67,Clayey,10-26-26
35,1,3,28.76,50.58,Oil seeds,38.28,Loamy,17-17-17
12,28,12,34.06,71.7,Barley,43.15,Red,28-28
11,27,13,26.51,56.57,Ground Nuts,20,Sandy,DAP
3,24,15,21.36,56.53,Maize,34.78,Black,28-28
7,24,8,28.11,45.27,Paddy,48.25,Sandy,Urea
38,3,0,22.72,44.19,Pulses,24.65,Black,14-35-14
21,18,3,22.54,52.75,Millets,31.79,Red,DAP
24,22,0,24.5,42.83,Cotton,57.23,Loamy,Urea
14,23,19,34.26,72.48,Ground Nuts,43.81,Clayey,17-17-17
13,39,1,36.19,77.04,Ground Nuts,57.3,Black,DAP
14,13,0,21.14,58.75,Maize,31.2,Loamy,DAP
14,36,0,24.28,50.9,Millets,34.64,Loamy,17-17-17
18,43,0,25.06,56.22,Millets,22.4,Sandy,17-17-17
5,16,1,30.21,50.79,Barley,37.79,Clayey,Urea
37,1,0,30.32,58.2,Tobacco,37.68,Loamy,20-20
8,33,0,35.17,60.97,Ground Nuts,34.42,Black,17-17-17
8,11,1,29.63,58.39,Barley,64.42,Sandy,28-28
38,0,0,31.41,50.97,Millets,45.98,Sandy,14-35-14
15,37,0,34.17,71.47,Tobacco,70,Loamy,10-26-26
37,3,1,38.62,65.2,Tobacco,36.37,Sandy,10-26-26
12,35,5,32.84,66.47,Sugarcane,69.01,Red,Urea
7,9,16,30.87,74.24,Maize,62.38,Clayey,14-35-14
41,3,0,26.02,52.58,Sugarcane,39.77,Red,14-35-14
13,11,3,31,64.07,Wheat,51.2,Black,28-28
20,18,2,30.47,58.88,Pulses,38.22,Red,17-17-17
36,0,0,30.33,54.91,Millets,37.16,Black,Urea
43,0,0,24.62,63.54,Wheat,33.9,Loamy,Urea
6,29,11,34.5,61.62,Cotton,61.48,Red,28-28
13,24,12,34.45,61.44,Sugarcane,70,Red,DAP
34,3,0,28.91,60.07,Barley,39.93,Black,20-20
41,2,4,31.57,53.14,Oil seeds,20.33,Sandy,10-26-26
32,0,0,26.19,63.76,Millets,35.68,Red,28-28
8,14,6,25.14,48.37,Millets,28.64,Black,14-35-14
9,36,0,38.41,74.99,Maize,25.39,Black,Urea
12,37,0,29.57,70.26,Millets,37.15,Red,14-35-14
24,18,0,33.72,54.21,Oil seeds,47.29,Red,DAP
13,39,1,33.3,57.9,Pulses,57.26,Black,17-17-17
36,0,3,29.6,58.3,Wheat,44.4,Clayey,20-20
40,3,2,27.83,60.88,Sugarcane,29.59,Red,14-35-14
17,39,0,24.31,49.48,Millets,27.55,Red,17-17-17
35,0,1,31.77,46.28,Cotton,45.72,Red,17-17-17
10,22,13,28.65,59.24,Barley,40.45,Clayey,28-28
9,29,13,30.23,72.24,Cotton,57.55,Red,17-17-17
17,10,4,23.86,56.94,Paddy,45.96,Black,14-35-14
0,10,15,24.03,59.41,Cotton,55.3,Sandy,14-35-14
22,22,4,32.86,54.42,Ground Nuts,41.19,Red,DAP
1,13,13,31.58,60.79,Barley,41.51,Sandy,14-35-14
5,17,11,29.38,67.36,Tobacco,40.79,Black,14-35-14
45,0,0,34.45,66.86,Maize,35.97,Black,Urea
22,18,0,29.34,42.41,Tobacco,44.03,Clayey,Urea
14,18,1,40,62.24,Pulses,42.28,Loamy,14-35-14
23,13,1,31.51,63.07,Ground Nuts,38.77,Loamy,Urea
32,0,1,27.67,45.92,Sugarcane,36.55,Loamy,20-20
44,0,1,28.12,45.77,Ground Nuts,43.16,Sandy,17-17-17
19,21,4,30.04,45.43,Maize,37.77,Black,10-26-26
16,42,3,28.79,73.96,Wheat,35.13,Clayey,DAP
11,16,13,31.74,63.18,Maize,24.75,Loamy,10-26-26
22,20,1,36.76,59.74,Wheat,39.36,Black,17-17-17
6,7,0,26.29,47.4,Pulses,68.32,Black,14-35-14
3,20,14,25.37,50.94,Sugarcane,25.52,Black,14-35-14
8,42,0,25.49,59.63,Barley,68.9,Red,28-28
39,0,0,28.88,55.01,Pulses,36.26,Red,10-26-26
18,41,3,34.53,58.86,Oil seeds,52.25,Black,17-17-17
10,38,0,29.73,44.95,Sugarcane,36.64,Clayey,Urea
17,43,0,30.05,59.14,Ground Nuts,39.13,Red,20-20
41,0,2,30.67,61.01,Oil seeds,35.65,Clayey,17-17-17
9,35,2,24.3,53.62,Sugarcane,60.71,Clayey,10-26-26
27,15,0,37.7,56.61,Wheat,57.93,Loamy,10-26-26
9,21,11,27.09,48.1,Ground Nuts,39.39,Clayey,Urea
33,2,0,28.02,43.47,Sugarcane,37.43,Black,28-28
21,19,1,34.62,64.2,Millets,39.87,Sandy,28-28
11,36,3,33,72.49,Millets,26.85,Loamy,20-20
33,2,0,37.48,74.71,Wheat,50.16,Sandy,10-26-26
42,0,4,40,80,Paddy,55.43,Clayey,DAP
17,39,0,33.47,62.71,Sugarcane,36.43,Loamy,Urea
17,21,0,24.91,47.48,Pulses,32.77,Black,17-17-17
41,0,1,30.89,57.6,Maize,53.41,Sandy,28-28
24,14,0,25.22,53.11,Tobacco,39.07,Red,20-20
17,38,0,30.68,66.46,Sugarcane,37.19,Red,17-17-17
12,32,11,27.33,64.51,Millets,61.53,Sandy,20-20
13,6,4,29.96,54.53,Ground Nuts,67.99,Black,20-20
4,14,15,32.99,50.56,Sugarcane,44.4,Clayey,14-35-14
15,41,0,36.5,76.58,Oil seeds,69.11,Sandy,14-35-14
9,8,3,24.59,51.79,Paddy,70,Black,28-28
14,7,0,28.14,64.83,Wheat,42.85,Loamy,17-17-17
18,17,4,31.92,57.22,Millets,51.32,Black,Urea
34,1,0,36.21,57.4,Oil seeds,64.18,Black,28-28
27,20,0,29.54,58.68,Paddy,37.33,Black,28-28
8,8,0,37.62,54.26,Sugarcane,47.98,Red,17-17-17
11,12,1,23,53.85,Cotton,26.32,Clayey,Urea
33,0,3,33.55,58.99,Paddy,28.88,Loamy,20-20
5,13,16,25.2,54.36,Barley,56.57,Black,14-35-14
40,0,0,28.1,57.31,Millets,69.25,Sandy,10-26-26
7,32,9,26.32,61.03,Oil seeds,28,Black,20-20
11,28,4,36.26,72.92,Barley,70,Red,17-17-17
4,26,7,36.08,67.07,Cotton,39.77,Loamy,28-28
45,0,0,26.61,51.72,Ground Nuts,36.01,Red,28-28
24,24,1,22.55,57.45,Paddy,46.58,Red,DAP
13,20,20,35.44,68.66,Wheat,47.39,Loamy,20-20
13,28,3,31.47,64.11,Sugarcane,65.21,Black,20-20
33,1,4,23.45,48.04,Sugarcane,34.71,Loamy,14-35-14
11,26,5,32.95,47.81,Cotton,36.46,Sandy,14-35-14
19,23,0,35.89,69.26,Tobacco,56.39,Sandy,28-28
14,23,19,32.33,75.18,Sugarcane,40.55,Black,10-26-26
16,42,0,38.98,58.36,Tobacco,50.55,Red,Urea
27,19,0,33.44,62.95,Pulses,26.99,Clayey,28-28
38,3,0,25,43.01,Maize,70,Sandy,10-26-26
24,27,0,29.95,70.97,Tobacco,49.89,Loamy,10-26-26
8,8,0,28.47,63.69,Cotton,51.32,Black,10-26-26
37,0,0,37.78,67.61,Tobacco,42.9,Loamy,28-28
15,6,9,20.85,59.67,Ground Nuts,27.39,Black,DAP
9,25,8,34.47,55.91,Paddy,64.25,Loamy,17-17-17
40,0,1,22.37,49,Paddy,70,Red,28-28
11,12,0,22.29,47.57,Oil seeds,66.46,Sandy,28-28
